vial,cross,female line,male line,food,month crossed,cross number,number weighed,weight
8007,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.26
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.27
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.35
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.37
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.38
8007,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.39
8007,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.4
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.42
8007,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.48
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.48
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.5
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.5
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.51
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.51
8007,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.52
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.54
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.56
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.56
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.57
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.6
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.67
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.67
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.68
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.69
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.7
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.71
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.72
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.79
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.83
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.84
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.87
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.87
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.9
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.9
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,1.94
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,1,1.97
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,2.02
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,2.06
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,1,2.09
14426,11011 x 11023,11011,11023,(N) Normal,07/12,26,3,3.83
14433,11011 x 11023,11011,11023,(F) Fat,07/12,26,3,4.05
14426,11011 x 11023,11011,11023,(N) Normal,07/12,26,3,4.1
14434,11011 x 11023,11011,11023,(F) Fat,07/12,26,3,4.16
14427,11011 x 11023,11011,11023,(N) Normal,07/12,26,3,4.18
14427,11011 x 11023,11011,11023,(N) Normal,07/12,26,3,4.22
14433,11011 x 11023,11011,11023,(F) Fat,07/12,26,3,4.34
14434,11011 x 11023,11011,11023,(F) Fat,07/12,26,3,4.43
14434,11011 x 11023,11011,11023,(F) Fat,07/12,26,3,4.55
14433,11011 x 11023,11011,11023,(F) Fat,07/12,26,3,4.55
14427,11011 x 11023,11011,11023,(N) Normal,07/12,26,3,4.58
14427,11011 x 11023,11011,11023,(N) Normal,07/12,26,1,1.55
14433,11011 x 11023,11011,11023,(F) Fat,07/12,26,1,1.58
14426,11011 x 11023,11011,11023,(N) Normal,07/12,26,3,4.74
14434,11011 x 11023,11011,11023,(F) Fat,07/12,26,3,4.84
14434,11011 x 11023,11011,11023,(F) Fat,07/12,26,1,1.93
8022,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.11
8015,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,1.26
8022,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.29
8021,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.36
8021,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.37
8015,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,1.38
8014,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,1.4
8015,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,1.45
8022,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.46
8014,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,1.46
8021,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.49
8021,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.5
8021,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.52
8021,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.56
8021,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.58
8014,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,1.63
8014,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,1.69
8022,11022 x 11023,11022,11023,(F) Fat,02/12,3,1,1.74
8015,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,1.74
8014,11022 x 11023,11022,11023,(N) Normal,02/12,3,1,1.75
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,0.56
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,0.77
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,0.79
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,0.86
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,0.87
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,0.95
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,0.96
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,0.98
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,0.99
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.07
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.09
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.27
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.27
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.27
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.28
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.31
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.31
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.31
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.32
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.32
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.33
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.37
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.39
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.4
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.43
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.49
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.49
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.5
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.51
8028,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.55
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,1,1.57
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.58
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.59
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.59
8028,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.63
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.68
8028,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.68
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.7
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.71
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.71
8028,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.71
8028,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.71
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.77
8028,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.85
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.86
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,1.96
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,2.02
8028,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,2.02
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,1,2.21
14454,11024 x 11034,11024,11034,(N) Normal,07/12,26,3,4.97
14454,11024 x 11034,11024,11034,(N) Normal,07/12,26,3,5.01
14454,11024 x 11034,11024,11034,(N) Normal,07/12,26,3,5.58
14454,11024 x 11034,11024,11034,(N) Normal,07/12,26,3,5.63
14454,11024 x 11034,11024,11034,(N) Normal,07/12,26,3,5.75
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,0.83
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,0.99
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.18
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.23
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.24
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.29
8050,11025 x 11027,11025,11027,(F) Fat,02/12,3,1,1.31
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.31
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.37
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.41
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.43
8050,11025 x 11027,11025,11027,(F) Fat,02/12,3,1,1.45
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.46
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.46
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.49
8050,11025 x 11027,11025,11027,(F) Fat,02/12,3,1,1.51
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.52
8049,11025 x 11027,11025,11027,(F) Fat,02/12,3,1,1.54
8050,11025 x 11027,11025,11027,(F) Fat,02/12,3,1,1.55
8050,11025 x 11027,11025,11027,(F) Fat,02/12,3,1,1.6
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,1,1.6
8050,11025 x 11027,11025,11027,(F) Fat,02/12,3,1,1.79
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,0.86
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,0.96
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.04
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.1
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.12
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.12
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.12
8064,11027 x 11030,11027,11030,(F) Fat,02/12,3,1,1.13
8064,11027 x 11030,11027,11030,(F) Fat,02/12,3,1,1.15
8057,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.17
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.18
8057,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.19
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.19
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.2
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.2
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.2
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.22
8057,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.25
8064,11027 x 11030,11027,11030,(F) Fat,02/12,3,1,1.26
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.26
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.26
8057,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.27
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.27
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.3
8057,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.35
8064,11027 x 11030,11027,11030,(F) Fat,02/12,3,1,1.36
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.36
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.36
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.36
8064,11027 x 11030,11027,11030,(F) Fat,02/12,3,1,1.37
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.42
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1,1.44
8064,11027 x 11030,11027,11030,(F) Fat,02/12,3,1,1.45
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.5
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.55
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1,1.59
14468,11027 x 11035,11027,11035,(N) Normal,07/12,26,3,4.44
14475,11027 x 11035,11027,11035,(F) Fat,07/12,26,1,1.57
14468,11027 x 11035,11027,11035,(N) Normal,07/12,26,3,4.87
14468,11027 x 11035,11027,11035,(N) Normal,07/12,26,3,5.03
14468,11027 x 11035,11027,11035,(N) Normal,07/12,26,3,5.04
14468,11027 x 11035,11027,11035,(N) Normal,07/12,26,3,5.06
14475,11027 x 11035,11027,11035,(F) Fat,07/12,26,3,5.12
14469,11027 x 11035,11027,11035,(N) Normal,07/12,26,3,5.26
14475,11027 x 11035,11027,11035,(F) Fat,07/12,26,3,5.62
14469,11027 x 11035,11027,11035,(N) Normal,07/12,26,3,5.64
14469,11027 x 11035,11027,11035,(N) Normal,07/12,26,2,3.88
14469,11027 x 11035,11027,11035,(N) Normal,07/12,26,3,5.86
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,0.64
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,0.79
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,0.79
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,0.88
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,0.89
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,0.95
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.03
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.07
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.07
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.1
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.12
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.13
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.16
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.2
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.21
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.21
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.23
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.24
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.25
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.27
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.28
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.28
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.31
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.31
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.31
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.36
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.37
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.37
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.38
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.39
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.42
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.45
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.49
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.49
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.5
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.52
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.53
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.54
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.54
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.55
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.55
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.59
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.6
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.6
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.6
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1,1.6
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.61
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.65
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.66
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.69
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.76
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.77
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1,1.81
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,0.84
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,0.94
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.08
8070,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,1.08
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.1
8071,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,1.13
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.2
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.23
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.24
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.27
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.35
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.4
8071,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,1.45
8071,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,1.47
8070,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,1.51
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.54
8071,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,1.57
8070,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,1.61
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.62
8070,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,1.62
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.63
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.65
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.69
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.78
8070,11031 x 11032,11031,11032,(N) Normal,02/12,3,1,1.78
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,1.96
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,1,2.03
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,0.88
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,0.89
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,0.92
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,0.99
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,0.99
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.08
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.09
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.1
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.11
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.14
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.14
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.15
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.15
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.16
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.16
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.19
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.21
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.21
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.23
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.23
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.23
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.25
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.25
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.26
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.28
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.29
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.29
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.3
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.31
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.31
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.31
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.31
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.31
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.32
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.33
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.34
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.38
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.39
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.4
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.43
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.43
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.44
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.44
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.46
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.47
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.47
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.48
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.49
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.5
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.52
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.54
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.54
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.55
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.56
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.59
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.59
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.61
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.62
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.64
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.66
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1,1.67
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1,1.77
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.09
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.1
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.1
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.12
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.12
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.28
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.3
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.33
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.35
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.35
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.39
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.42
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.43
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.43
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.48
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.48
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.52
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.52
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.53
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.54
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.55
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.58
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1,1.72
8106,11033 x 11034,11033,11034,(F) Fat,02/12,3,1,1.83
8106,11033 x 11034,11033,11034,(F) Fat,02/12,3,1,2.03
8106,11033 x 11034,11033,11034,(F) Fat,02/12,3,1,2.05
8106,11033 x 11034,11033,11034,(F) Fat,02/12,3,1,2.16
8155,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,0.65
8162,11034 x 11011,11034,11011,(F) Fat,02/12,4,1,0.78
8162,11034 x 11011,11034,11011,(F) Fat,02/12,4,1,0.8
8154,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,0.86
8155,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,0.87
8162,11034 x 11011,11034,11011,(F) Fat,02/12,4,1,0.91
8161,11034 x 11011,11034,11011,(F) Fat,02/12,4,1,0.92
8154,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,0.92
8154,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,0.95
8155,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,0.96
8154,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,0.98
8162,11034 x 11011,11034,11011,(F) Fat,02/12,4,1,0.99
8154,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,0.99
8154,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,1
8120,11034 x 11011,11034,11011,(F) Fat,02/12,3,1,1.03
8154,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,1.05
8155,11034 x 11011,11034,11011,(N) Normal,02/12,4,1,1.06
8120,11034 x 11011,11034,11011,(F) Fat,02/12,3,1,1.08
