vial,cross,female line,male line,food,month crossed,cross number,average wt per vial,number weighed
13615,12027 x 12029,12027,12029,(N) Normal,06/12,23,1.9753846154,13
13620,12027 x 12029,12027,12029,(N) Normal,06/12,23,1.656,15
13565,12022 x 12023,12022,12023,(F) Fat,06/12,23,1.495,4
13566,12022 x 12023,12022,12023,(F) Fat,06/12,23,1.5116666667,6
13559,12022 x 12023,12022,12023,(N) Normal,06/12,23,1.6225,8
13509,12017 x 12019,12017,12019,(F) Fat,06/12,23,1.708,10
13510,12017 x 12019,12017,12019,(F) Fat,06/12,23,1.5190909091,11
13502,12017 x 12019,12017,12019,(N) Normal,06/12,23,1.6486666667,30
13503,12017 x 12019,12017,12019,(N) Normal,06/12,23,1.6086666667,15
13468,12014 x 12015,12014,12015,(F) Fat,06/12,23,1.87,1
13460,12014 x 12015,12014,12015,(N) Normal,06/12,23,1.5566666667,3
13461,12014 x 12015,12014,12015,(N) Normal,06/12,23,1.6553333333,15
13425,12009 x 12010,12009,12010,(F) Fat,06/12,23,1.604,10
13426,12009 x 12010,12009,12010,(F) Fat,06/12,23,1.51,8
13418,12009 x 12010,12009,12010,(N) Normal,06/12,23,1.63,15
13419,12009 x 12010,12009,12010,(N) Normal,06/12,23,1.686,15
13411,12008 x 12009,12008,12009,(F) Fat,06/12,23,1.5986666667,15
13412,12008 x 12009,12008,12009,(F) Fat,06/12,23,1.4866666667,15
13404,12008 x 12009,12008,12009,(N) Normal,06/12,23,1.7507142857,14
13405,12008 x 12009,12008,12009,(N) Normal,06/12,23,1.5284615385,13
13397,12007 x 12008,12007,12008,(F) Fat,06/12,23,1.76,13
13390,12007 x 12008,12007,12008,(N) Normal,06/12,23,1.658,15
13391,12007 x 12008,12007,12008,(N) Normal,06/12,23,1.81,12
14048,12007 x 11490,12007,11490,(N) Normal,06/12,24,1.7286666667,15
13356,12001 x 12002,12001,12002,(F) Fat,06/12,23,1.3226666667,15
13357,12001 x 12002,12001,12002,(F) Fat,06/12,23,1.538,5
13348,12001 x 12002,12001,12002,(N) Normal,06/12,23,1.555,30
13349,12001 x 12002,12001,12002,(N) Normal,06/12,23,1.4686666667,15
14034,12001 x 11486,12001,11486,(N) Normal,06/12,24,1.56,10
14027,11491 x 12056,11491,12056,(F) Fat,06/12,24,1.4133333333,15
14028,11491 x 12056,11491,12056,(F) Fat,06/12,24,1.4057142857,14
14020,11491 x 12056,11491,12056,(N) Normal,06/12,24,1.3413333333,15
13342,11491 x 12001,11491,12001,(F) Fat,06/12,23,1.4886666667,15
13334,11491 x 12001,11491,12001,(N) Normal,06/12,23,1.5226666667,15
13335,11491 x 12001,11491,12001,(N) Normal,06/12,23,1.424,15
13313,11489 x 11490,11489,11490,(F) Fat,06/12,23,1.6533333333,12
13314,11489 x 11490,11489,11490,(F) Fat,06/12,23,1.5463636364,11
13306,11489 x 11490,11489,11490,(N) Normal,06/12,23,1.574,15
13307,11489 x 11490,11489,11490,(N) Normal,06/12,23,1.7173333333,15
14013,11486 x 12045,11486,12045,(F) Fat,06/12,24,1.6433333333,15
14014,11486 x 12045,11486,12045,(F) Fat,06/12,24,1.4691666667,12
14006,11486 x 12045,11486,12045,(N) Normal,06/12,24,1.4386666667,15
14007,11486 x 12045,11486,12045,(N) Normal,06/12,24,1.7458333333,12
13299,11486 x 11489,11486,11489,(F) Fat,06/12,23,1.8153846154,13
13292,11486 x 11489,11486,11489,(N) Normal,06/12,23,1.7106666667,15
13285,11485 x 11486,11485,11486,(F) Fat,06/12,23,1.6246666667,15
13286,11485 x 11486,11485,11486,(F) Fat,06/12,23,1.5366666667,6
13278,11485 x 11486,11485,11486,(N) Normal,06/12,23,1.686,15
13279,11485 x 11486,11485,11486,(N) Normal,06/12,23,1.7266666667,12
16673,11483 x 11397,11483,11397,(F) Fat,08/12,32,1.6525,8
16674,11483 x 11397,11483,11397,(F) Fat,08/12,32,1.23,7
16666,11483 x 11397,11483,11397,(N) Normal,08/12,32,1.5493333333,15
16667,11483 x 11397,11483,11397,(N) Normal,08/12,32,1.5486666667,15
13243,11481 x 11482,11481,11482,(F) Fat,06/12,22,1.3866666667,9
13244,11481 x 11482,11481,11482,(F) Fat,06/12,22,1.3788888889,9
13236,11481 x 11482,11481,11482,(N) Normal,06/12,22,1.4413333333,15
13237,11481 x 11482,11481,11482,(N) Normal,06/12,22,1.57,12
13684,11481 x 11476,11481,11476,(N) Normal,06/12,23,1.6346666667,15
16729,11479 x 12018,11479,12018,(F) Fat,08/12,33,1.6522222222,9
16722,11479 x 12018,11479,12018,(N) Normal,08/12,33,1.5025,8
13215,11478 x 11480,11478,11480,(F) Fat,06/12,22,1.4266666667,12
13216,11478 x 11480,11478,11480,(F) Fat,06/12,22,1.692,15
13208,11478 x 11480,11478,11480,(N) Normal,06/12,22,1.624,15
13209,11478 x 11480,11478,11480,(N) Normal,06/12,22,1.6892307692,13
13201,11477 x 11478,11477,11478,(F) Fat,06/12,22,1.3825,12
13202,11477 x 11478,11477,11478,(F) Fat,06/12,22,1.4973333333,15
13194,11477 x 11478,11477,11478,(N) Normal,06/12,22,1.484,15
13195,11477 x 11478,11477,11478,(N) Normal,06/12,22,1.63,10
13187,11476 x 11477,11476,11477,(F) Fat,06/12,22,1.4916666667,6
13188,11476 x 11477,11476,11477,(F) Fat,06/12,22,1.5344444444,9
13180,11476 x 11477,11476,11477,(N) Normal,06/12,22,1.667,10
13181,11476 x 11477,11476,11477,(N) Normal,06/12,22,1.4881818182,22
13173,11475 x 11476,11475,11476,(F) Fat,06/12,22,1.7781818182,11
13174,11475 x 11476,11475,11476,(F) Fat,06/12,22,1.47875,8
13166,11475 x 11476,11475,11476,(N) Normal,06/12,22,1.6254545455,11
13167,11475 x 11476,11475,11476,(N) Normal,06/12,22,1.3383333333,12
13159,11474 x 11475,11474,11475,(F) Fat,06/12,22,1.465,12
13160,11474 x 11475,11474,11475,(F) Fat,06/12,22,1.6661538462,13
13152,11474 x 11475,11474,11475,(N) Normal,06/12,22,1.625,8
13153,11474 x 11475,11474,11475,(N) Normal,06/12,22,1.5786666667,15
13131,11472 x 11473,11472,11473,(F) Fat,06/12,22,1.48,11
13124,11472 x 11473,11472,11473,(N) Normal,06/12,22,1.472,10
13125,11472 x 11473,11472,11473,(N) Normal,06/12,22,1.2892857143,14
13117,11471 x 11472,11471,11472,(F) Fat,06/12,22,1.4666666667,15
13118,11471 x 11472,11471,11472,(F) Fat,06/12,22,1.4493333333,15
13110,11471 x 11472,11471,11472,(N) Normal,06/12,22,1.6086666667,15
13111,11471 x 11472,11471,11472,(N) Normal,06/12,22,1.4407692308,13
13104,11470 x 11471,11470,11471,(F) Fat,06/12,22,1.3413333333,15
13096,11470 x 11471,11470,11471,(N) Normal,06/12,22,1.2808333333,12
13097,11470 x 11471,11470,11471,(N) Normal,06/12,22,1.2786666667,15
13019,11463 x 11464,11463,11464,(F) Fat,06/12,22,1.5526666667,15
13020,11463 x 11464,11463,11464,(F) Fat,06/12,22,1.4415384615,13
13012,11463 x 11464,11463,11464,(N) Normal,06/12,22,1.4406666667,15
13013,11463 x 11464,11463,11464,(N) Normal,06/12,22,1.505,12
13006,11462 x 11463,11462,11463,(F) Fat,06/12,22,1.3833333333,15
12998,11462 x 11463,11462,11463,(N) Normal,06/12,22,1.4672727273,11
12999,11462 x 11463,11462,11463,(N) Normal,06/12,22,1.542,15
12963,11458 x 11460,11458,11460,(F) Fat,06/12,22,1.2566666667,15
12964,11458 x 11460,11458,11460,(F) Fat,06/12,22,1.22625,8
12956,11458 x 11460,11458,11460,(N) Normal,06/12,22,1.6078571429,14
12957,11458 x 11460,11458,11460,(N) Normal,06/12,22,1.3706666667,15
12949,11457 x 11458,11457,11458,(F) Fat,06/12,22,1.4353333333,15
12950,11457 x 11458,11457,11458,(F) Fat,06/12,22,1.0986666667,15
12942,11457 x 11458,11457,11458,(N) Normal,06/12,22,1.3946153846,13
12943,11457 x 11458,11457,11458,(N) Normal,06/12,22,1.0706666667,15
12935,11456 x 11457,11456,11457,(F) Fat,06/12,22,1.3546666667,15
12936,11456 x 11457,11456,11457,(F) Fat,06/12,22,1.4706666667,15
12928,11456 x 11457,11456,11457,(N) Normal,06/12,22,1.2653333333,15
12929,11456 x 11457,11456,11457,(N) Normal,06/12,22,1.4446666667,15
12921,11455 x 11456,11455,11456,(F) Fat,06/12,22,1.4566666667,15
12922,11455 x 11456,11455,11456,(F) Fat,06/12,22,1.3866666667,15
12914,11455 x 11456,11455,11456,(N) Normal,06/12,22,1.4173333333,15
12915,11455 x 11456,11455,11456,(N) Normal,06/12,22,1.4153333333,15
12907,11454 x 11455,11454,11455,(F) Fat,06/12,22,1.3358333333,12
12908,11454 x 11455,11454,11455,(F) Fat,06/12,22,1.3535714286,14
12900,11454 x 11455,11454,11455,(N) Normal,06/12,22,1.592,15
12901,11454 x 11455,11454,11455,(N) Normal,06/12,22,1.448,15
12893,11453 x 11454,11453,11454,(F) Fat,06/12,22,1.5446666667,15
12894,11453 x 11454,11453,11454,(F) Fat,06/12,22,1.584,10
12886,11453 x 11454,11453,11454,(N) Normal,06/12,22,1.506,15
12887,11453 x 11454,11453,11454,(N) Normal,06/12,22,1.5626666667,15
16519,11452 x 11395,11452,11395,(F) Fat,08/12,32,1.613,10
16520,11452 x 11395,11452,11395,(F) Fat,08/12,32,1.6755555556,9
16512,11452 x 11395,11452,11395,(N) Normal,08/12,32,1.6093333333,15
16513,11452 x 11395,11452,11395,(N) Normal,08/12,32,1.5071428571,14
12851,11448 x 11450,11448,11450,(F) Fat,06/12,21,1.3986666667,15
12852,11448 x 11450,11448,11450,(F) Fat,06/12,21,1.3033333333,12
12844,11448 x 11450,11448,11450,(N) Normal,06/12,21,1.1633333333,15
12845,11448 x 11450,11448,11450,(N) Normal,06/12,21,1.5626666667,15
12795,11444 x 11445,11444,11445,(F) Fat,06/12,21,1.1826666667,15
12796,11444 x 11445,11444,11445,(F) Fat,06/12,21,1.154,15
12788,11444 x 11445,11444,11445,(N) Normal,06/12,21,1.5493333333,15
12789,11444 x 11445,11444,11445,(N) Normal,06/12,21,1.288,15
16589,11444 x 11436,11444,11436,(F) Fat,08/12,32,1.4642857143,7
16590,11444 x 11436,11444,11436,(F) Fat,08/12,32,1.5766666667,15
16582,11444 x 11436,11444,11436,(N) Normal,08/12,32,1.7033333333,6
16583,11444 x 11436,11444,11436,(N) Normal,08/12,32,1.6121428571,14
16603,11442 x 11444,11442,11444,(F) Fat,08/12,32,1.5244444444,9
16604,11442 x 11444,11442,11444,(F) Fat,08/12,32,1.4733333333,15
16596,11442 x 11444,11442,11444,(N) Normal,08/12,32,1.6033333333,6
16597,11442 x 11444,11442,11444,(N) Normal,08/12,32,1.417,10
16575,11436 x 11413,11436,11413,(F) Fat,08/12,32,1.5921428571,14
16576,11436 x 11413,11436,11413,(F) Fat,08/12,32,1.398,15
16568,11436 x 11413,11436,11413,(N) Normal,08/12,32,1.596,15
16569,11436 x 11413,11436,11413,(N) Normal,08/12,32,1.5261538462,13
12683,11433 x 11434,11433,11434,(F) Fat,06/12,21,1.76,8
12684,11433 x 11434,11433,11434,(F) Fat,06/12,21,1.6273333333,15
12676,11433 x 11434,11433,11434,(N) Normal,06/12,21,1.55,15
12677,11433 x 11434,11433,11434,(N) Normal,06/12,21,1.436,15
12613,11428 x 11429,11428,11429,(F) Fat,06/12,21,1.4457142857,7
12614,11428 x 11429,11428,11429,(F) Fat,06/12,21,1.5463636364,11
12606,11428 x 11429,11428,11429,(N) Normal,06/12,21,1.3653333333,15
12607,11428 x 11429,11428,11429,(N) Normal,06/12,21,1.5186666667,15
12544,11421 x 11423,11421,11423,(F) Fat,06/12,21,1.4033333333,15
12537,11421 x 11423,11421,11423,(N) Normal,06/12,21,1.74,12
12515,11416 x 11420,11416,11420,(F) Fat,06/12,20,1.3906666667,15
12516,11416 x 11420,11416,11420,(F) Fat,06/12,20,1.2114285714,14
12508,11416 x 11420,11416,11420,(N) Normal,06/12,20,1.5526666667,15
12509,11416 x 11420,11416,11420,(N) Normal,06/12,20,1.6492307692,13
12501,11415 x 11416,11415,11416,(F) Fat,06/12,20,1.3993333333,15
12494,11415 x 11416,11415,11416,(N) Normal,06/12,20,1.4409090909,11
12495,11415 x 11416,11415,11416,(N) Normal,06/12,20,1.7081818182,22
16617,11414 x 11442,11414,11442,(F) Fat,08/12,32,1.4653333333,15
16618,11414 x 11442,11414,11442,(F) Fat,08/12,32,1.3976923077,13
16610,11414 x 11442,11414,11442,(N) Normal,08/12,32,1.5466666667,9
16611,11414 x 11442,11414,11442,(N) Normal,08/12,32,1.506,15
12487,11414 x 11415,11414,11415,(F) Fat,06/12,20,1.4183333333,30
12488,11414 x 11415,11414,11415,(F) Fat,06/12,20,1.6506666667,30
12480,11414 x 11415,11414,11415,(N) Normal,06/12,20,1.8216666667,6
12481,11414 x 11415,11414,11415,(N) Normal,06/12,20,1.4653333333,15
12473,11413 x 11414,11413,11414,(F) Fat,06/12,20,1.6733333333,9
12474,11413 x 11414,11413,11414,(F) Fat,06/12,20,1.31,15
12466,11413 x 11414,11413,11414,(N) Normal,06/12,20,1.4028571429,14
12467,11413 x 11414,11413,11414,(N) Normal,06/12,20,1.6925,12
16561,11413 x 11410,11413,11410,(F) Fat,08/12,32,1.3246666667,15
16562,11413 x 11410,11413,11410,(F) Fat,08/12,32,1.4526666667,15
16554,11413 x 11410,11413,11410,(N) Normal,08/12,32,1.5926666667,15
16555,11413 x 11410,11413,11410,(N) Normal,08/12,32,1.4793333333,15
16624,11411 x 11414,11411,11414,(N) Normal,08/12,32,1.53,11
12459,11411 x 11413,11411,11413,(F) Fat,06/12,20,1.6783333333,12
12460,11411 x 11413,11411,11413,(F) Fat,06/12,20,1.3626666667,15
12452,11411 x 11413,11411,11413,(N) Normal,06/12,20,1.618,15
12453,11411 x 11413,11411,11413,(N) Normal,06/12,20,1.4933333333,15
12431,11408 x 11410,11408,11410,(F) Fat,06/12,20,1.3986666667,15
12424,11408 x 11410,11408,11410,(N) Normal,06/12,20,1.53,15
16645,11405 x 11411,11405,11411,(F) Fat,08/12,32,1.745,4
16646,11405 x 11411,11405,11411,(F) Fat,08/12,32,1.4733333333,15
16638,11405 x 11411,11405,11411,(N) Normal,08/12,32,1.5373333333,15
16639,11405 x 11411,11405,11411,(N) Normal,08/12,32,1.8513333333,15
12403,11404 x 11405,11404,11405,(F) Fat,06/12,20,1.482,10
12404,11404 x 11405,11404,11405,(F) Fat,06/12,20,1.4975,8
12396,11404 x 11405,11404,11405,(N) Normal,06/12,20,2,14
12397,11404 x 11405,11404,11405,(N) Normal,06/12,20,1.8526666667,15
12382,11403 x 11404,11403,11404,(N) Normal,06/12,20,1.7413333333,15
12383,11403 x 11404,11403,11404,(N) Normal,06/12,20,1.8144444444,9
16533,11398 x 11452,11398,11452,(F) Fat,08/12,32,1.4625,12
16534,11398 x 11452,11398,11452,(F) Fat,08/12,32,1.5207142857,14
16526,11398 x 11452,11398,11452,(N) Normal,08/12,32,1.804,5
16527,11398 x 11452,11398,11452,(N) Normal,08/12,32,1.83,4
16659,11397 x 11405,11397,11405,(F) Fat,08/12,32,1.716,5
16652,11397 x 11405,11397,11405,(N) Normal,08/12,32,1.614,15
16653,11397 x 11405,11397,11405,(N) Normal,08/12,32,1.5608333333,12
16505,11395 x 12004,11395,12004,(F) Fat,08/12,32,1.4285714286,14
16506,11395 x 12004,11395,12004,(F) Fat,08/12,32,1.4375,12
16498,11395 x 12004,11395,12004,(N) Normal,08/12,32,1.4054545455,11
16499,11395 x 12004,11395,12004,(N) Normal,08/12,32,1.5706666667,15
12298,11395 x 11396,11395,11396,(N) Normal,06/12,20,1.4933333333,12
12277,11392 x 11393,11392,11393,(F) Fat,06/12,20,1.6193333333,15
12278,11392 x 11393,11392,11393,(F) Fat,06/12,20,1.418,15
12270,11392 x 11393,11392,11393,(N) Normal,06/12,20,1.44,13
12271,11392 x 11393,11392,11393,(N) Normal,06/12,20,1.551,10
12221,11387 x 11388,11387,11388,(F) Fat,06/12,20,1.304,15
12222,11387 x 11388,11387,11388,(F) Fat,06/12,20,1.2886666667,15
12214,11387 x 11388,11387,11388,(N) Normal,06/12,20,1.3253333333,15
12215,11387 x 11388,11387,11388,(N) Normal,06/12,20,1.2766666667,15
16421,11385 x 11334,11385,11334,(F) Fat,08/12,31,1.2586666667,15
16422,11385 x 11334,11385,11334,(F) Fat,08/12,31,1.4873333333,15
16414,11385 x 11334,11385,11334,(N) Normal,08/12,31,1.3506666667,15
16415,11385 x 11334,11385,11334,(N) Normal,08/12,31,1.2626666667,15
12193,11384 x 11385,11384,11385,(F) Fat,06/12,20,1.4066666667,15
12186,11384 x 11385,11384,11385,(N) Normal,06/12,20,1.0953333333,15
12187,11384 x 11385,11384,11385,(N) Normal,06/12,20,1.2735714286,14
12165,11381 x 11383,11381,11383,(F) Fat,06/12,20,1.34,15
12166,11381 x 11383,11381,11383,(F) Fat,06/12,20,1.5872727273,11
12158,11381 x 11383,11381,11383,(N) Normal,06/12,20,1.38,14
12159,11381 x 11383,11381,11383,(N) Normal,06/12,20,1.3672727273,11
12144,11380 x 11381,11380,11381,(N) Normal,06/12,20,1.4744444444,9
16225,11374 x 11330,11374,11330,(F) Fat,08/12,31,1.6246666667,15
16218,11374 x 11330,11374,11330,(N) Normal,08/12,31,1.505,4
16043,11371 x 12035,11371,12035,(F) Fat,08/12,30,1.35,15
16044,11371 x 12035,11371,12035,(F) Fat,08/12,30,1.1453333333,15
16036,11371 x 12035,11371,12035,(N) Normal,08/12,30,1.164,15
16037,11371 x 12035,11371,12035,(N) Normal,08/12,30,1.3706666667,15
12025,11371 x 11372,11371,11372,(F) Fat,05/12,19,1.2784210526,19
12026,11371 x 11372,11371,11372,(F) Fat,05/12,19,1.312,10
12018,11371 x 11372,11371,11372,(N) Normal,05/12,19,1.5556666667,30
12019,11371 x 11372,11371,11372,(N) Normal,05/12,19,1.3426190476,42
12011,11370 x 11371,11370,11371,(F) Fat,05/12,19,1.4608333333,12
12012,11370 x 11371,11370,11371,(F) Fat,05/12,19,1.1826666667,15
12004,11370 x 11371,11370,11371,(N) Normal,05/12,19,1.2853333333,15
12005,11370 x 11371,11370,11371,(N) Normal,05/12,19,1.354,15
11983,11367 x 11369,11367,11369,(F) Fat,05/12,19,1.5733333333,6
11984,11367 x 11369,11367,11369,(F) Fat,05/12,19,1.6688888889,9
11976,11367 x 11369,11367,11369,(N) Normal,05/12,19,1.3853333333,30
11977,11367 x 11369,11367,11369,(N) Normal,05/12,19,1.391,30
16337,11365 x 11372,11365,11372,(F) Fat,08/12,31,1.502,5
16338,11365 x 11372,11365,11372,(F) Fat,08/12,31,1.3846666667,15
16330,11365 x 11372,11365,11372,(N) Normal,08/12,31,1.257,10
16331,11365 x 11372,11365,11372,(N) Normal,08/12,31,1.4621428571,14
16309,11364 x 11344,11364,11344,(F) Fat,08/12,31,1.444,10
16302,11364 x 11344,11364,11344,(N) Normal,08/12,31,1.3513333333,15
11913,11362 x 11363,11362,11363,(F) Fat,05/12,19,1.1536363636,11
11914,11362 x 11363,11362,11363,(F) Fat,05/12,19,1.39,9
11906,11362 x 11363,11362,11363,(N) Normal,05/12,19,0.962,15
11907,11362 x 11363,11362,11363,(N) Normal,05/12,19,1.3386666667,15
11885,11360 x 11361,11360,11361,(F) Fat,05/12,19,1.2553333333,30
11886,11360 x 11361,11360,11361,(F) Fat,05/12,19,1.1842307692,26
11878,11360 x 11361,11360,11361,(N) Normal,05/12,19,1.3133333333,45
11879,11360 x 11361,11360,11361,(N) Normal,05/12,19,1.1743333333,30
16071,11360 x 11321,11360,11321,(F) Fat,08/12,30,1.3746666667,15
16072,11360 x 11321,11360,11321,(F) Fat,08/12,30,1.2246666667,15
16065,11360 x 11321,11360,11321,(N) Normal,08/12,30,1.1913333333,15
11871,11359 x 11360,11359,11360,(F) Fat,05/12,19,1.5346153846,13
11872,11359 x 11360,11359,11360,(F) Fat,05/12,19,1.565,10
11864,11359 x 11360,11359,11360,(N) Normal,05/12,19,1.4746666667,15
11865,11359 x 11360,11359,11360,(N) Normal,05/12,19,1.5686666667,15
11801,11350 x 11351,11350,11351,(F) Fat,05/12,19,1.4166666667,15
11794,11350 x 11351,11350,11351,(N) Normal,05/12,19,1.484,20
16295,11344 x 11341,11344,11341,(F) Fat,08/12,31,1.3884615385,13
16288,11344 x 11341,11344,11341,(N) Normal,08/12,31,1.5006666667,15
16289,11344 x 11341,11344,11341,(N) Normal,08/12,31,1.5709090909,11
16365,11342 x 11347,11342,11347,(F) Fat,08/12,31,1.3273333333,15
16358,11342 x 11347,11342,11347,(N) Normal,08/12,31,1.2193333333,15
16359,11342 x 11347,11342,11347,(N) Normal,08/12,31,1.6871428571,7
11662,11341 x 11320,11341,11320,(F) Fat,05/12,18,1.4224,25
11654,11341 x 11320,11341,11320,(N) Normal,05/12,18,1.2966666667,15
11655,11341 x 11320,11341,11320,(N) Normal,05/12,18,1.6023076923,26
16379,11339 x 11342,11339,11342,(F) Fat,08/12,31,1.294,15
16380,11339 x 11342,11339,11342,(F) Fat,08/12,31,1.3,14
16372,11339 x 11342,11339,11342,(N) Normal,08/12,31,1.4026666667,15
16373,11339 x 11342,11339,11342,(N) Normal,08/12,31,1.156,15
11633,11339 x 11340,11339,11340,(F) Fat,05/12,18,1.4363333333,30
11634,11339 x 11340,11339,11340,(F) Fat,05/12,18,1.1433333333,15
11626,11339 x 11340,11339,11340,(N) Normal,05/12,18,1.301,30
11627,11339 x 11340,11339,11340,(N) Normal,05/12,18,1.3956666667,30
11620,11338 x 11339,11338,11339,(F) Fat,05/12,18,1.715,8
11612,11338 x 11339,11338,11339,(N) Normal,05/12,18,1.3466666667,15
11613,11338 x 11339,11338,11339,(N) Normal,05/12,18,1.382,15
16281,11338 x 11335,11338,11335,(F) Fat,08/12,31,1.231,30
16282,11338 x 11335,11338,11335,(F) Fat,08/12,31,1.3777777778,9
16274,11338 x 11335,11338,11335,(N) Normal,08/12,31,1.775,4
16275,11338 x 11335,11338,11335,(N) Normal,08/12,31,1.5606666667,15
16393,11337 x 11339,11337,11339,(F) Fat,08/12,31,1.2493333333,15
16394,11337 x 11339,11337,11339,(F) Fat,08/12,31,1.408,15
16386,11337 x 11339,11337,11339,(N) Normal,08/12,31,1.4675,12
16387,11337 x 11339,11337,11339,(N) Normal,08/12,31,1.352,15
11605,11337 x 11338,11337,11338,(F) Fat,05/12,18,1.498,20
11606,11337 x 11338,11337,11338,(F) Fat,05/12,18,1.402,15
11598,11337 x 11338,11337,11338,(N) Normal,05/12,18,1.3146666667,30
11599,11337 x 11338,11337,11338,(N) Normal,05/12,18,1.5183333333,30
11591,11336 x 11337,11336,11337,(F) Fat,05/12,18,1.4823333333,30
11592,11336 x 11337,11336,11337,(F) Fat,05/12,18,1.5157894737,19
11584,11336 x 11337,11336,11337,(N) Normal,05/12,18,1.5253333333,15
11585,11336 x 11337,11336,11337,(N) Normal,05/12,18,1.3346666667,15
11577,11335 x 11336,11335,11336,(F) Fat,05/12,18,1.2553333333,15
11578,11335 x 11336,11335,11336,(F) Fat,05/12,18,1.384,15
11570,11335 x 11336,11335,11336,(N) Normal,05/12,18,1.29,14
11571,11335 x 11336,11335,11336,(N) Normal,05/12,18,1.54,15
16268,11335 x 11331,11335,11331,(F) Fat,08/12,31,1.4623076923,13
16260,11335 x 11331,11335,11331,(N) Normal,08/12,31,1.4030769231,13
16261,11335 x 11331,11335,11331,(N) Normal,08/12,31,1.54375,8
16407,11334 x 11337,11334,11337,(F) Fat,08/12,31,1.5627272727,11
16408,11334 x 11337,11334,11337,(F) Fat,08/12,31,1.548,10
11549,11333 x 11334,11333,11334,(F) Fat,05/12,18,1.0806666667,15
11550,11333 x 11334,11333,11334,(F) Fat,05/12,18,1.034,15
11542,11333 x 11334,11333,11334,(N) Normal,05/12,18,1.026,15
11543,11333 x 11334,11333,11334,(N) Normal,05/12,18,1.1933333333,15
16253,11331 x 11386,11331,11386,(F) Fat,08/12,31,1.3826666667,15
16254,11331 x 11386,11331,11386,(F) Fat,08/12,31,1.59625,8
16247,11331 x 11386,11331,11386,(N) Normal,08/12,31,1.466,15
16435,11330 x 11385,11330,11385,(F) Fat,08/12,31,1.5028571429,14
16436,11330 x 11385,11330,11385,(F) Fat,08/12,31,1.725,4
16429,11330 x 11385,11330,11385,(N) Normal,08/12,31,1.64375,8
11507,11330 x 11331,11330,11331,(F) Fat,05/12,18,1.228,15
11508,11330 x 11331,11330,11331,(F) Fat,05/12,18,1.0746666667,15
11500,11330 x 11331,11330,11331,(N) Normal,05/12,18,1.218,15
11501,11330 x 11331,11330,11331,(N) Normal,05/12,18,1.2486666667,15
11493,11329 x 11330,11329,11330,(F) Fat,05/12,18,1.124,15
11494,11329 x 11330,11329,11330,(F) Fat,05/12,18,1.52,15
11486,11329 x 11330,11329,11330,(N) Normal,05/12,18,1.2606666667,15
11487,11329 x 11330,11329,11330,(N) Normal,05/12,18,1.374,15
11451,11325 x 11326,11325,11326,(F) Fat,05/12,18,1.4756666667,30
11444,11325 x 11326,11325,11326,(N) Normal,05/12,18,1.3343333333,30
11445,11325 x 11326,11325,11326,(N) Normal,05/12,18,1.448,15
11423,11322 x 11324,11322,11324,(F) Fat,05/12,18,1.1972727273,11
11424,11322 x 11324,11322,11324,(F) Fat,05/12,18,1.3126666667,15
11416,11322 x 11324,11322,11324,(N) Normal,05/12,18,1.37,15
11409,11321 x 11322,11321,11322,(F) Fat,05/12,18,1.4276923077,13
11410,11321 x 11322,11321,11322,(F) Fat,05/12,18,1.4333333333,15
11402,11321 x 11322,11321,11322,(N) Normal,05/12,18,1.5366666667,15
11403,11321 x 11322,11321,11322,(N) Normal,05/12,18,1.411,10
16085,11321 x 11317,11321,11317,(F) Fat,08/12,30,1.255,10
16086,11321 x 11317,11321,11317,(F) Fat,08/12,30,1.18,9
16078,11321 x 11317,11321,11317,(N) Normal,08/12,30,1.2813333333,15
16079,11321 x 11317,11321,11317,(N) Normal,08/12,30,1.2093333333,15
16015,11318 x 11326,11318,11326,(F) Fat,08/12,30,1.7071428571,7
16016,11318 x 11326,11318,11326,(F) Fat,08/12,30,1.5930769231,13
16008,11318 x 11326,11318,11326,(N) Normal,08/12,30,1.2775,12
16009,11318 x 11326,11318,11326,(N) Normal,08/12,30,1.676,5
11353,11318 x 11299,11318,11299,(F) Fat,05/12,17,1.3446666667,15
11354,11318 x 11299,11318,11299,(F) Fat,05/12,17,1.188,15
11346,11318 x 11299,11318,11299,(N) Normal,05/12,17,1.5946666667,15
11347,11318 x 11299,11318,11299,(N) Normal,05/12,17,1.336,15
11339,11317 x 11318,11317,11318,(F) Fat,05/12,17,1.1621428571,14
11340,11317 x 11318,11317,11318,(F) Fat,05/12,17,1.35,12
11332,11317 x 11318,11317,11318,(N) Normal,05/12,17,1.4513333333,15
11333,11317 x 11318,11317,11318,(N) Normal,05/12,17,1.3326666667,15
15994,11316 x 11318,11316,11318,(N) Normal,08/12,30,1.398,10
16113,11315 x 11311,11315,11311,(F) Fat,08/12,30,1.442,15
16114,11315 x 11311,11315,11311,(F) Fat,08/12,30,1.5566666667,12
16106,11315 x 11311,11315,11311,(N) Normal,08/12,30,1.7486666667,15
16107,11315 x 11311,11315,11311,(N) Normal,08/12,30,1.68,12
16127,11311 x 11309,11311,11309,(F) Fat,08/12,30,1.3226666667,15
16128,11311 x 11309,11311,11309,(F) Fat,08/12,30,1.5561538462,13
16120,11311 x 11309,11311,11309,(N) Normal,08/12,30,1.3728571429,14
16121,11311 x 11309,11311,11309,(N) Normal,08/12,30,1.4683333333,6
15973,11310 x 11314,11310,11314,(F) Fat,08/12,30,1.356,10
