"vial","cross.type","female.line","male.line","food.type","month.crossed","cross.number","number.weighed","y"
11626,"11339 x 11340",11339,11340,"(N) Normal","05/12",18,30,1.301
11627,"11339 x 11340",11339,11340,"(N) Normal","05/12",18,30,1.3956666667
11620,"11338 x 11339",11338,11339,"(F) Fat","05/12",18,8,1.715
11612,"11338 x 11339",11338,11339,"(N) Normal","05/12",18,15,1.3466666667
11613,"11338 x 11339",11338,11339,"(N) Normal","05/12",18,15,1.382
16281,"11338 x 11335",11338,11335,"(F) Fat","08/12",31,30,1.231
16282,"11338 x 11335",11338,11335,"(F) Fat","08/12",31,9,1.3777777778
16274,"11338 x 11335",11338,11335,"(N) Normal","08/12",31,4,1.775
16275,"11338 x 11335",11338,11335,"(N) Normal","08/12",31,15,1.5606666667
16393,"11337 x 11339",11337,11339,"(F) Fat","08/12",31,15,1.2493333333
16394,"11337 x 11339",11337,11339,"(F) Fat","08/12",31,15,1.408
16386,"11337 x 11339",11337,11339,"(N) Normal","08/12",31,12,1.4675
16387,"11337 x 11339",11337,11339,"(N) Normal","08/12",31,15,1.352
11605,"11337 x 11338",11337,11338,"(F) Fat","05/12",18,20,1.498
11606,"11337 x 11338",11337,11338,"(F) Fat","05/12",18,15,1.402
11598,"11337 x 11338",11337,11338,"(N) Normal","05/12",18,30,1.3146666667
11599,"11337 x 11338",11337,11338,"(N) Normal","05/12",18,30,1.5183333333
11591,"11336 x 11337",11336,11337,"(F) Fat","05/12",18,30,1.4823333333
11592,"11336 x 11337",11336,11337,"(F) Fat","05/12",18,19,1.5157894737
11584,"11336 x 11337",11336,11337,"(N) Normal","05/12",18,15,1.5253333333
11585,"11336 x 11337",11336,11337,"(N) Normal","05/12",18,15,1.3346666667
11577,"11335 x 11336",11335,11336,"(F) Fat","05/12",18,15,1.2553333333
11578,"11335 x 11336",11335,11336,"(F) Fat","05/12",18,15,1.384
11570,"11335 x 11336",11335,11336,"(N) Normal","05/12",18,14,1.29
11571,"11335 x 11336",11335,11336,"(N) Normal","05/12",18,15,1.54
16268,"11335 x 11331",11335,11331,"(F) Fat","08/12",31,13,1.4623076923
16260,"11335 x 11331",11335,11331,"(N) Normal","08/12",31,13,1.4030769231
16261,"11335 x 11331",11335,11331,"(N) Normal","08/12",31,8,1.54375
16407,"11334 x 11337",11334,11337,"(F) Fat","08/12",31,11,1.5627272727
16408,"11334 x 11337",11334,11337,"(F) Fat","08/12",31,10,1.548
11549,"11333 x 11334",11333,11334,"(F) Fat","05/12",18,15,1.0806666667
11550,"11333 x 11334",11333,11334,"(F) Fat","05/12",18,15,1.034
11542,"11333 x 11334",11333,11334,"(N) Normal","05/12",18,15,1.026
11543,"11333 x 11334",11333,11334,"(N) Normal","05/12",18,15,1.1933333333
16253,"11331 x 11386",11331,11386,"(F) Fat","08/12",31,15,1.3826666667
16254,"11331 x 11386",11331,11386,"(F) Fat","08/12",31,8,1.59625
16247,"11331 x 11386",11331,11386,"(N) Normal","08/12",31,15,1.466
16435,"11330 x 11385",11330,11385,"(F) Fat","08/12",31,14,1.5028571429
16436,"11330 x 11385",11330,11385,"(F) Fat","08/12",31,4,1.725
16429,"11330 x 11385",11330,11385,"(N) Normal","08/12",31,8,1.64375
11507,"11330 x 11331",11330,11331,"(F) Fat","05/12",18,15,1.228
11508,"11330 x 11331",11330,11331,"(F) Fat","05/12",18,15,1.0746666667
11500,"11330 x 11331",11330,11331,"(N) Normal","05/12",18,15,1.218
11501,"11330 x 11331",11330,11331,"(N) Normal","05/12",18,15,1.2486666667
11493,"11329 x 11330",11329,11330,"(F) Fat","05/12",18,15,1.124
11494,"11329 x 11330",11329,11330,"(F) Fat","05/12",18,15,1.52
11486,"11329 x 11330",11329,11330,"(N) Normal","05/12",18,15,1.2606666667
11487,"11329 x 11330",11329,11330,"(N) Normal","05/12",18,15,1.374
11451,"11325 x 11326",11325,11326,"(F) Fat","05/12",18,30,1.4756666667
11444,"11325 x 11326",11325,11326,"(N) Normal","05/12",18,30,1.3343333333
11445,"11325 x 11326",11325,11326,"(N) Normal","05/12",18,15,1.448
11423,"11322 x 11324",11322,11324,"(F) Fat","05/12",18,11,1.1972727273
11424,"11322 x 11324",11322,11324,"(F) Fat","05/12",18,15,1.3126666667
11416,"11322 x 11324",11322,11324,"(N) Normal","05/12",18,15,1.37
11409,"11321 x 11322",11321,11322,"(F) Fat","05/12",18,13,1.4276923077
11410,"11321 x 11322",11321,11322,"(F) Fat","05/12",18,15,1.4333333333
11402,"11321 x 11322",11321,11322,"(N) Normal","05/12",18,15,1.5366666667
11403,"11321 x 11322",11321,11322,"(N) Normal","05/12",18,10,1.411
16085,"11321 x 11317",11321,11317,"(F) Fat","08/12",30,10,1.255
16086,"11321 x 11317",11321,11317,"(F) Fat","08/12",30,9,1.18
16078,"11321 x 11317",11321,11317,"(N) Normal","08/12",30,15,1.2813333333
16079,"11321 x 11317",11321,11317,"(N) Normal","08/12",30,15,1.2093333333
16015,"11318 x 11326",11318,11326,"(F) Fat","08/12",30,7,1.7071428571
16016,"11318 x 11326",11318,11326,"(F) Fat","08/12",30,13,1.5930769231
16008,"11318 x 11326",11318,11326,"(N) Normal","08/12",30,12,1.2775
16009,"11318 x 11326",11318,11326,"(N) Normal","08/12",30,5,1.676
11353,"11318 x 11299",11318,11299,"(F) Fat","05/12",17,15,1.3446666667
11354,"11318 x 11299",11318,11299,"(F) Fat","05/12",17,15,1.188
11346,"11318 x 11299",11318,11299,"(N) Normal","05/12",17,15,1.5946666667
11347,"11318 x 11299",11318,11299,"(N) Normal","05/12",17,15,1.336
11339,"11317 x 11318",11317,11318,"(F) Fat","05/12",17,14,1.1621428571
11340,"11317 x 11318",11317,11318,"(F) Fat","05/12",17,12,1.35
11332,"11317 x 11318",11317,11318,"(N) Normal","05/12",17,15,1.4513333333
11333,"11317 x 11318",11317,11318,"(N) Normal","05/12",17,15,1.3326666667
15994,"11316 x 11318",11316,11318,"(N) Normal","08/12",30,10,1.398
16113,"11315 x 11311",11315,11311,"(F) Fat","08/12",30,15,1.442
16114,"11315 x 11311",11315,11311,"(F) Fat","08/12",30,12,1.5566666667
16106,"11315 x 11311",11315,11311,"(N) Normal","08/12",30,15,1.7486666667
16107,"11315 x 11311",11315,11311,"(N) Normal","08/12",30,12,1.68
16127,"11311 x 11309",11311,11309,"(F) Fat","08/12",30,15,1.3226666667
16128,"11311 x 11309",11311,11309,"(F) Fat","08/12",30,13,1.5561538462
16120,"11311 x 11309",11311,11309,"(N) Normal","08/12",30,14,1.3728571429
16121,"11311 x 11309",11311,11309,"(N) Normal","08/12",30,6,1.4683333333
15973,"11310 x 11314",11310,11314,"(F) Fat","08/12",30,10,1.356
15974,"11310 x 11314",11310,11314,"(F) Fat","08/12",30,12,1.4933333333
15966,"11310 x 11314",11310,11314,"(N) Normal","08/12",30,12,1.5691666667
15967,"11310 x 11314",11310,11314,"(N) Normal","08/12",30,15,1.2686666667
11269,"11309 x 11310",11309,11310,"(F) Fat","05/12",17,15,1.2573333333
11262,"11309 x 11310",11309,11310,"(N) Normal","05/12",17,8,1.1125
11263,"11309 x 11310",11309,11310,"(N) Normal","05/12",17,15,0.7126666667
16141,"11309 x 11305",11309,11305,"(F) Fat","08/12",30,15,1.3393333333
16142,"11309 x 11305",11309,11305,"(F) Fat","08/12",30,15,1.43
16135,"11309 x 11305",11309,11305,"(N) Normal","08/12",30,15,1.5126666667
15959,"11308 x 11310",11308,11310,"(F) Fat","08/12",30,15,1.4033333333
15960,"11308 x 11310",11308,11310,"(F) Fat","08/12",30,15,1.404
15952,"11308 x 11310",11308,11310,"(N) Normal","08/12",30,12,1.2416666667
15953,"11308 x 11310",11308,11310,"(N) Normal","08/12",30,15,1.2553333333
11241,"11305 x 11308",11305,11308,"(F) Fat","05/12",17,5,1.564
11242,"11305 x 11308",11305,11308,"(F) Fat","05/12",17,6,1.7016666667
11234,"11305 x 11308",11305,11308,"(N) Normal","05/12",17,11,1.55
11235,"11305 x 11308",11305,11308,"(N) Normal","05/12",17,10,1.829
16155,"11305 x 11301",11305,11301,"(F) Fat","08/12",30,10,1.369
16156,"11305 x 11301",11305,11301,"(F) Fat","08/12",30,15,1.24
16148,"11305 x 11301",11305,11301,"(N) Normal","08/12",30,15,1.21
16149,"11305 x 11301",11305,11301,"(N) Normal","08/12",30,10,1.414
11213,"11303 x 11304",11303,11304,"(F) Fat","05/12",17,13,1.03
11206,"11303 x 11304",11303,11304,"(N) Normal","05/12",17,15,0.6733333333
11207,"11303 x 11304",11303,11304,"(N) Normal","05/12",17,15,1.134
15931,"11300 x 11303",11300,11303,"(F) Fat","08/12",30,15,1.498
15932,"11300 x 11303",11300,11303,"(F) Fat","08/12",30,15,1.4693333333
15924,"11300 x 11303",11300,11303,"(N) Normal","08/12",30,7,1.5971428571
15925,"11300 x 11303",11300,11303,"(N) Normal","08/12",30,15,1.348
11185,"11300 x 11301",11300,11301,"(F) Fat","05/12",17,15,0.772
11186,"11300 x 11301",11300,11301,"(F) Fat","05/12",17,15,0.6166666667
11178,"11300 x 11301",11300,11301,"(N) Normal","05/12",17,15,1.38
11179,"11300 x 11301",11300,11301,"(N) Normal","05/12",17,15,1.166
11171,"11299 x 11300",11299,11300,"(F) Fat","05/12",17,15,1.0686666667
11172,"11299 x 11300",11299,11300,"(F) Fat","05/12",17,10,1.092
11164,"11299 x 11300",11299,11300,"(N) Normal","05/12",17,15,0.866
11165,"11299 x 11300",11299,11300,"(N) Normal","05/12",17,15,0.92
16183,"11299 x 11295",11299,11295,"(F) Fat","08/12",30,15,1.686
16184,"11299 x 11295",11299,11295,"(F) Fat","08/12",30,10,1.466
16176,"11299 x 11295",11299,11295,"(N) Normal","08/12",30,15,1.424
16177,"11299 x 11295",11299,11295,"(N) Normal","08/12",30,15,1.5033333333
15917,"11297 x 11300",11297,11300,"(F) Fat","08/12",30,5,1.544
15918,"11297 x 11300",11297,11300,"(F) Fat","08/12",30,9,1.4988888889
15910,"11297 x 11300",11297,11300,"(N) Normal","08/12",30,15,1.6893333333
15911,"11297 x 11300",11297,11300,"(N) Normal","08/12",30,2,1.635
15915,"11297 x 11300",11297,11300,"(N) Normal","08/12",30,15,1.374
16197,"11295 x 11280",11295,11280,"(F) Fat","08/12",30,12,1.6916666667
16190,"11295 x 11280",11295,11280,"(N) Normal","08/12",30,15,1.412
11129,"11291 x 11295",11291,11295,"(F) Fat","05/12",16,15,1.29
11130,"11291 x 11295",11291,11295,"(F) Fat","05/12",16,15,1.42
11122,"11291 x 11295",11291,11295,"(N) Normal","05/12",16,15,1.452
11123,"11291 x 11295",11291,11295,"(N) Normal","05/12",16,15,1.334
11115,"11290 x 11291",11290,11291,"(F) Fat","05/12",16,23,1.2786956522
11116,"11290 x 11291",11290,11291,"(F) Fat","05/12",16,19,0.9268421053
11108,"11290 x 11291",11290,11291,"(N) Normal","05/12",16,30,1.3666666667
11109,"11290 x 11291",11290,11291,"(N) Normal","05/12",16,30,1.2396666667
11087,"11287 x 11289",11287,11289,"(F) Fat","05/12",16,15,1.2393333333
11088,"11287 x 11289",11287,11289,"(F) Fat","05/12",16,15,1.0666666667
11080,"11287 x 11289",11287,11289,"(N) Normal","05/12",16,15,1.1333333333
11081,"11287 x 11289",11287,11289,"(N) Normal","05/12",16,15,1.344
11073,"11286 x 11287",11286,11287,"(F) Fat","05/12",16,15,1.4166666667
11074,"11286 x 11287",11286,11287,"(F) Fat","05/12",16,15,0.8706666667
11066,"11286 x 11287",11286,11287,"(N) Normal","05/12",16,15,1.108
11067,"11286 x 11287",11286,11287,"(N) Normal","05/12",16,15,0.6846666667
15889,"11286 x 11233",11286,11233,"(F) Fat","08/12",29,7,1.2828571429
15890,"11286 x 11233",11286,11233,"(F) Fat","08/12",29,15,1.2866666667
15882,"11286 x 11233",11286,11233,"(N) Normal","08/12",29,7,1.39
15883,"11286 x 11233",11286,11233,"(N) Normal","08/12",29,14,1.4721428571
11059,"11285 x 11286",11285,11286,"(F) Fat","05/12",16,15,1.2733333333
11060,"11285 x 11286",11285,11286,"(F) Fat","05/12",16,15,0.9506666667
11052,"11285 x 11286",11285,11286,"(N) Normal","05/12",16,15,1.0773333333
11053,"11285 x 11286",11285,11286,"(N) Normal","05/12",16,15,0.8886666667
15875,"11285 x 11234",11285,11234,"(F) Fat","08/12",29,2,1.625
15868,"11285 x 11234",11285,11234,"(N) Normal","08/12",29,6,1.4083333333
15869,"11285 x 11234",11285,11234,"(N) Normal","08/12",29,5,1.428
15861,"11284 x 11235",11284,11235,"(F) Fat","08/12",29,10,1.521
15862,"11284 x 11235",11284,11235,"(F) Fat","08/12",29,11,1.4672727273
15854,"11284 x 11235",11284,11235,"(N) Normal","08/12",29,15,1.2113333333
15855,"11284 x 11235",11284,11235,"(N) Normal","08/12",29,7,1.3885714286
11045,"11283 x 11284",11283,11284,"(F) Fat","05/12",16,15,0.9286666667
11038,"11283 x 11284",11283,11284,"(N) Normal","05/12",16,5,1.658
11039,"11283 x 11284",11283,11284,"(N) Normal","05/12",16,15,1.182
15903,"11280 x 11297",11280,11297,"(F) Fat","08/12",30,11,1.5336363636
15904,"11280 x 11297",11280,11297,"(F) Fat","08/12",30,10,1.535
15896,"11280 x 11297",11280,11297,"(N) Normal","08/12",30,8,1.5475
15897,"11280 x 11297",11280,11297,"(N) Normal","08/12",30,8,1.47875
11003,"11280 x 11281",11280,11281,"(F) Fat","05/12",16,15,1.1786666667
11004,"11280 x 11281",11280,11281,"(F) Fat","05/12",16,15,1.056
10996,"11280 x 11281",11280,11281,"(N) Normal","05/12",16,15,0.92
10997,"11280 x 11281",11280,11281,"(N) Normal","05/12",16,15,0.974
10989,"11279 x 11280",11279,11280,"(F) Fat","05/12",16,15,1.4806666667
10982,"11279 x 11280",11279,11280,"(N) Normal","05/12",16,7,1.6785714286
10933,"11275 x 11277",11275,11277,"(F) Fat","04/12",15,15,0.996
10926,"11275 x 11277",11275,11277,"(N) Normal","04/12",15,15,0.9426666667
10927,"11275 x 11277",11275,11277,"(N) Normal","04/12",15,8,1.375
10905,"11273 x 11274",11273,11274,"(F) Fat","04/12",15,15,1.2866666667
10906,"11273 x 11274",11273,11274,"(F) Fat","04/12",15,15,1.07
10898,"11273 x 11274",11273,11274,"(N) Normal","04/12",15,15,0.9526666667
10899,"11273 x 11274",11273,11274,"(N) Normal","04/12",15,15,0.7206666667
10891,"11272 x 11273",11272,11273,"(F) Fat","04/12",15,15,0.922
10884,"11272 x 11273",11272,11273,"(N) Normal","04/12",15,15,1.282
10835,"11267 x 11268",11267,11268,"(F) Fat","04/12",15,15,1.086
10836,"11267 x 11268",11267,11268,"(F) Fat","04/12",15,15,1.2
10828,"11267 x 11268",11267,11268,"(N) Normal","04/12",15,15,1.2533333333
10829,"11267 x 11268",11267,11268,"(N) Normal","04/12",15,15,1.0473333333
15847,"11267 x 11241",11267,11241,"(F) Fat","08/12",29,9,1.4777777778
15840,"11267 x 11241",11267,11241,"(N) Normal","08/12",29,15,1.498
15833,"11266 x 11242",11266,11242,"(F) Fat","08/12",29,11,1.7518181818
15834,"11266 x 11242",11266,11242,"(F) Fat","08/12",29,13,1.9946153846
15826,"11266 x 11242",11266,11242,"(N) Normal","08/12",29,5,1.902
15827,"11266 x 11242",11266,11242,"(N) Normal","08/12",29,11,1.7127272727
10793,"11259 x 11264",11259,11264,"(F) Fat","04/12",15,15,1.454
10794,"11259 x 11264",11259,11264,"(F) Fat","04/12",15,15,1.1993333333
10786,"11259 x 11264",11259,11264,"(N) Normal","04/12",15,15,1.196
10787,"11259 x 11264",11259,11264,"(N) Normal","04/12",15,15,0.7953333333
15819,"11259 x 11243",11259,11243,"(F) Fat","08/12",29,15,1.3633333333
15820,"11259 x 11243",11259,11243,"(F) Fat","08/12",29,15,1.3126666667
15812,"11259 x 11243",11259,11243,"(N) Normal","08/12",29,15,1.44
15813,"11259 x 11243",11259,11243,"(N) Normal","08/12",29,11,1.2581818182
10779,"11257 x 11258",11257,11258,"(F) Fat","04/12",15,15,1.328
10772,"11257 x 11258",11257,11258,"(N) Normal","04/12",15,15,1.224
15791,"11256 x 11247",11256,11247,"(F) Fat","08/12",29,10,1.544
15784,"11256 x 11247",11256,11247,"(N) Normal","08/12",29,6,1.7033333333
15785,"11256 x 11247",11256,11247,"(N) Normal","08/12",29,4,1.7525
10625,"11256 x 11235",11256,11235,"(F) Fat","04/12",14,15,1.1293333333
10626,"11256 x 11235",11256,11235,"(F) Fat","04/12",14,15,1.1773333333
10618,"11256 x 11235",11256,11235,"(N) Normal","04/12",14,15,1.082
10619,"11256 x 11235",11256,11235,"(N) Normal","04/12",14,14,1.1535714286
10597,"11252 x 11254",11252,11254,"(F) Fat","04/12",14,15,1.75
10598,"11252 x 11254",11252,11254,"(F) Fat","04/12",14,15,1.2273333333
10590,"11252 x 11254",11252,11254,"(N) Normal","04/12",14,15,1.1446666667
10591,"11252 x 11254",11252,11254,"(N) Normal","04/12",14,15,1.378
10569,"11248 x 11251",11248,11251,"(F) Fat","04/12",14,15,1.1933333333
10570,"11248 x 11251",11248,11251,"(F) Fat","04/12",14,15,1.288
10562,"11248 x 11251",11248,11251,"(N) Normal","04/12",14,12,1.5266666667
10563,"11248 x 11251",11248,11251,"(N) Normal","04/12",14,15,1.4506666667
15735,"11244 x 11258",11244,11258,"(F) Fat","08/12",29,15,1.5893333333
15736,"11244 x 11258",11244,11258,"(F) Fat","08/12",29,28,1.5128571429
15728,"11244 x 11258",11244,11258,"(N) Normal","08/12",29,10,1.664
15729,"11244 x 11258",11244,11258,"(N) Normal","08/12",29,13,1.5738461538
10765,"11244 x 11247",11244,11247,"(F) Fat","04/12",14,15,1.2106666667
10766,"11244 x 11247",11244,11247,"(F) Fat","04/12",14,15,1.148
10758,"11244 x 11247",11244,11247,"(N) Normal","04/12",14,15,0.9266666667
10759,"11244 x 11247",11244,11247,"(N) Normal","04/12",14,15,1.0773333333
15721,"11243 x 11259",11243,11259,"(F) Fat","08/12",29,13,1.5284615385
15722,"11243 x 11259",11243,11259,"(F) Fat","08/12",29,10,1.426
15714,"11243 x 11259",11243,11259,"(N) Normal","08/12",29,12,1.4425
15715,"11243 x 11259",11243,11259,"(N) Normal","08/12",29,15,1.362
10541,"11242 x 11243",11242,11243,"(F) Fat","04/12",14,15,1.4946666667
10542,"11242 x 11243",11242,11243,"(F) Fat","04/12",14,15,1.6493333333
10534,"11242 x 11243",11242,11243,"(N) Normal","04/12",14,15,1.2446666667
10535,"11242 x 11243",11242,11243,"(N) Normal","04/12",14,15,1.5186666667
15693,"11241 x 11267",11241,11267,"(F) Fat","08/12",29,10,1.555
15694,"11241 x 11267",11241,11267,"(F) Fat","08/12",29,15,1.674
15686,"11241 x 11267",11241,11267,"(N) Normal","08/12",29,10,1.619
15687,"11241 x 11267",11241,11267,"(N) Normal","08/12",29,15,1.868
10751,"11236 x 11238",11236,11238,"(F) Fat","04/12",14,15,1.3086666667
10752,"11236 x 11238",11236,11238,"(F) Fat","04/12",14,13,1.4553846154
10756,"11236 x 11238",11236,11238,"(F) Fat","04/12",14,15,0.9006666667
10744,"11236 x 11238",11236,11238,"(N) Normal","04/12",14,15,1.5186666667
10745,"11236 x 11238",11236,11238,"(N) Normal","04/12",14,15,1.6126666667
15651,"11234 x 11285",11234,11285,"(F) Fat","08/12",29,10,1.376
15652,"11234 x 11285",11234,11285,"(F) Fat","08/12",29,10,1.481
15644,"11234 x 11285",11234,11285,"(N) Normal","08/12",29,15,1.276
15645,"11234 x 11285",11234,11285,"(N) Normal","08/12",29,8,1.29375
10695,"11234 x 11230",11234,11230,"(F) Fat","04/12",14,15,1.31
10696,"11234 x 11230",11234,11230,"(F) Fat","04/12",14,15,1.3513333333
10688,"11234 x 11230",11234,11230,"(N) Normal","04/12",14,15,1.352
10689,"11234 x 11230",11234,11230,"(N) Normal","04/12",14,15,1.0886666667
10499,"11234 x 11215",11234,11215,"(F) Fat","04/12",13,13,1.4730769231
10500,"11234 x 11215",11234,11215,"(F) Fat","04/12",13,11,1.4254545455
10492,"11234 x 11215",11234,11215,"(N) Normal","04/12",13,15,1.2766666667
10493,"11234 x 11215",11234,11215,"(N) Normal","04/12",13,14,1.2042857143
10632,"11233 x 11234",11233,11234,"(N) Normal","04/12",14,15,1.1633333333
15623,"11231 x 11208",11231,11208,"(F) Fat","07/12",28,9,1.4411111111
15624,"11231 x 11208",11231,11208,"(F) Fat","07/12",28,11,1.2718181818
15616,"11231 x 11208",11231,11208,"(N) Normal","07/12",28,15,1.324
15617,"11231 x 11208",11231,11208,"(N) Normal","07/12",28,7,1.3442857143
10444,"11229 x 11230",11229,11230,"(F) Fat","04/12",13,15,1.3866666667
10436,"11229 x 11230",11229,11230,"(N) Normal","04/12",13,15,1.342
10437,"11229 x 11230",11229,11230,"(N) Normal","04/12",13,14,1.64
10709,"11229 x 11227",11229,11227,"(F) Fat","04/12",14,15,1.5406666667
10702,"11229 x 11227",11229,11227,"(N) Normal","04/12",14,15,1.4126666667
10703,"11229 x 11227",11229,11227,"(N) Normal","04/12",14,13,1.2892307692
10716,"11228 x 11225",11228,11225,"(N) Normal","04/12",14,15,1.056
10416,"11227 x 11228",11227,11228,"(F) Fat","04/12",13,16,1.2975
10409,"11227 x 11228",11227,11228,"(N) Normal","04/12",13,15,1.2913333333
10401,"11226 x 11227",11226,11227,"(F) Fat","04/12",13,12,1.3316666667
10394,"11226 x 11227",11226,11227,"(N) Normal","04/12",13,15,1.218
10395,"11226 x 11227",11226,11227,"(N) Normal","04/12",13,12,1.32
10387,"11225 x 11226",11225,11226,"(F) Fat","04/12",13,8,1.46
10388,"11225 x 11226",11225,11226,"(F) Fat","04/12",13,11,1.5309090909
10380,"11225 x 11226",11225,11226,"(N) Normal","04/12",13,14,1.8264285714
10381,"11225 x 11226",11225,11226,"(N) Normal","04/12",13,11,1.4809090909
15609,"11225 x 11182",11225,11182,"(F) Fat","07/12",28,15,1.3893333333
15610,"11225 x 11182",11225,11182,"(F) Fat","07/12",28,15,1.5433333333
15602,"11225 x 11182",11225,11182,"(N) Normal","07/12",28,15,1.4206666667
15603,"11225 x 11182",11225,11182,"(N) Normal","07/12",28,14,1.4235714286
15595,"11224 x 11193",11224,11193,"(F) Fat","07/12",28,14,1.6335714286
15596,"11224 x 11193",11224,11193,"(F) Fat","07/12",28,13,1.6269230769
10359,"11223 x 11224",11223,11224,"(F) Fat","04/12",13,12,1.3733333333
10352,"11223 x 11224",11223,11224,"(N) Normal","04/12",13,15,1.6913333333
10353,"11223 x 11224",11223,11224,"(N) Normal","04/12",13,15,1.292
10346,"11222 x 11223",11222,11223,"(F) Fat","04/12",13,12,1.5408333333
10348,"11222 x 11223",11222,11223,"(F) Fat","04/12",13,5,1.256
10338,"11222 x 11223",11222,11223,"(N) Normal","04/12",13,7,1.4357142857
10339,"11222 x 11223",11222,11223,"(N) Normal","04/12",13,11,1.4727272727
10331,"11221 x 11222",11221,11222,"(F) Fat","04/12",13,23,0.977826087
10332,"11221 x 11222",11221,11222,"(F) Fat","04/12",13,14,1.0264285714
10324,"11221 x 11222",11221,11222,"(N) Normal","04/12",13,24,0.84125
10325,"11221 x 11222",11221,11222,"(N) Normal","04/12",13,15,0.9126666667
15581,"11221 x 11194",11221,11194,"(F) Fat","07/12",28,13,1.4853846154
15575,"11221 x 11194",11221,11194,"(N) Normal","07/12",28,15,1.6286666667
10317,"11220 x 11221",11220,11221,"(F) Fat","04/12",13,10,1.414
10310,"11220 x 11221",11220,11221,"(N) Normal","04/12",13,15,1.0853333333
10311,"11220 x 11221",11220,11221,"(N) Normal","04/12",13,15,1.2793333333
15567,"11219 x 11195",11219,11195,"(F) Fat","07/12",28,9,1.6422222222
15568,"11219 x 11195",11219,11195,"(F) Fat","07/12",28,15,1.6293333333
15560,"11219 x 11195",11219,11195,"(N) Normal","07/12",28,15,1.572
15561,"11219 x 11195",11219,11195,"(N) Normal","07/12",28,15,1.6346666667
10275,"11217 x 11218",11217,11218,"(F) Fat","04/12",13,30,1.1683333333
10276,"11217 x 11218",11217,11218,"(F) Fat","04/12",13,15,0.8693333333
10268,"11217 x 11218",11217,11218,"(N) Normal","04/12",13,30,0.9606666667
10269,"11217 x 11218",11217,11218,"(N) Normal","04/12",13,56,0.8853571429
15539,"11216 x 11198",11216,11198,"(F) Fat","07/12",28,9,1.6211111111
15540,"11216 x 11198",11216,11198,"(F) Fat","07/12",28,9,1.5866666667
15532,"11216 x 11198",11216,11198,"(N) Normal","07/12",28,15,1.5006666667
15533,"11216 x 11198",11216,11198,"(N) Normal","07/12",28,15,1.3166666667
10247,"11215 x 11216",11215,11216,"(F) Fat","04/12",13,15,0.9746666667
10240,"11215 x 11216",11215,11216,"(N) Normal","04/12",13,15,1.5906666667
10241,"11215 x 11216",11215,11216,"(N) Normal","04/12",13,15,0.8733333333
15504,"11214 x 11200",11214,11200,"(N) Normal","07/12",28,14,1.6
10177,"11214 x 11193",11214,11193,"(F) Fat","04/12",12,15,1.678
10170,"11214 x 11193",11214,11193,"(N) Normal","04/12",12,16,1.090625
10163,"11213 x 11214",11213,11214,"(F) Fat","04/12",12,15,1.0006666667
10164,"11213 x 11214",11213,11214,"(F) Fat","04/12",12,14,0.8057142857
10157,"11213 x 11214",11213,11214,"(N) Normal","04/12",12,15,1.12
15497,"11213 x 11201",11213,11201,"(F) Fat","07/12",28,11,1.4636363636
15498,"11213 x 11201",11213,11201,"(F) Fat","07/12",28,15,1.4253333333
15490,"11213 x 11201",11213,11201,"(N) Normal","07/12",28,10,1.435
15491,"11213 x 11201",11213,11201,"(N) Normal","07/12",28,11,1.4918181818
10149,"11212 x 11213",11212,11213,"(F) Fat","04/12",12,6,1.6266666667
10155,"11212 x 11213",11212,11213,"(F) Fat","04/12",12,15,0.9993333333
10142,"11212 x 11213",11212,11213,"(N) Normal","04/12",12,6,1.4383333333
15483,"11212 x 11204",11212,11204,"(F) Fat","07/12",28,14,1.8271428571
15476,"11212 x 11204",11212,11204,"(N) Normal","07/12",28,11,1.4872727273
15469,"11211 x 11205",11211,11205,"(F) Fat","07/12",28,14,1.6157142857
15470,"11211 x 11205",11211,11205,"(F) Fat","07/12",28,15,1.5653333333
15462,"11211 x 11205",11211,11205,"(N) Normal","07/12",28,15,1.3873333333
15463,"11211 x 11205",11211,11205,"(N) Normal","07/12",28,5,2.016
15455,"11210 x 11206",11210,11206,"(F) Fat","07/12",28,15,1.506
15456,"11210 x 11206",11210,11206,"(F) Fat","07/12",28,15,1.3773333333
15448,"11210 x 11206",11210,11206,"(N) Normal","07/12",28,15,1.41
15449,"11210 x 11206",11210,11206,"(N) Normal","07/12",28,6,1.3666666667
10121,"11209 x 11210",11209,11210,"(F) Fat","04/12",12,13,0.9969230769
10122,"11209 x 11210",11209,11210,"(F) Fat","04/12",12,15,1.01
10114,"11209 x 11210",11209,11210,"(N) Normal","04/12",12,15,1.3793333333
10115,"11209 x 11210",11209,11210,"(N) Normal","04/12",12,15,1.0153333333
15434,"11209 x 11207",11209,11207,"(N) Normal","07/12",28,14,1.7078571429
10107,"11208 x 11209",11208,11209,"(F) Fat","04/12",12,15,1.22
10100,"11208 x 11209",11208,11209,"(N) Normal","04/12",12,15,0.6146666667
10101,"11208 x 11209",11208,11209,"(N) Normal","04/12",12,15,0.708
10106,"11208 x 11209",11208,11209,"(N) Normal","04/12",12,13,0.9592307692
15413,"11207 x 11209",11207,11209,"(F) Fat","07/12",28,15,1.414
15414,"11207 x 11209",11207,11209,"(F) Fat","07/12",28,15,1.472
15406,"11207 x 11209",11207,11209,"(N) Normal","07/12",28,7,1.6371428571
15407,"11207 x 11209",11207,11209,"(N) Normal","07/12",28,10,1.688
