"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
1,7960.28542887202,7976.38416217417,7995.88778824061,8003.89717478447,8028.09986050292,8049.13649608632
2,7960.28544799069,7976.38311126517,7995.89028968809,8003.89953821171,8028.1044344148,8049.14227219216
3,7960.28546172912,7976.38257993795,7995.89032547792,8003.89944895789,8028.10632007074,8049.14426765838
4,7960.28548904102,7976.3821825214,7995.88926204573,8003.8979140842,8028.10664559388,8049.14588124473
5,7960.28550758124,7976.38057800743,7995.89624702139,8003.90465721844,8028.11694717602,8049.15768852011
6,7960.28553275682,7976.37922364149,7995.9010106562,8003.90829783404,8028.1238391418,8049.16666180819
7,7960.28556043398,7976.37845520286,7995.89933140721,8003.90695171548,8028.12447853688,8049.16787205029
8,7960.28558885668,7976.37727855207,7995.90239494056,8003.90974810964,8028.13068508681,8049.17574546183
9,7960.2856110026,7976.37526275172,7995.90898414908,8003.91555317643,8028.14103245557,8049.18777361145
10,7960.28564594381,7976.37328160599,7995.91442852732,8003.92028613199,8028.14996886586,8049.19857544384
11,7960.28566499055,7976.37159628304,7995.91781814575,8003.92322358779,8028.15605472868,8049.20695882467
12,7960.28568851638,7976.37020943121,7995.9215168493,8003.92629080772,8028.16250911281,8049.2148827806
13,7960.28572142246,7976.3696492441,7995.91969806824,8003.9245143804,8028.16298495695,8049.21594557043
14,7960.28575174916,7976.36755394876,7995.92391700507,8003.92795071122,8028.17023379817,8049.22584579665
15,7960.28577877075,7976.36501785427,7995.93220405789,8003.93504447619,8028.18264828243,8049.24146919356
16,7960.2858036467,7976.36356174108,7995.93262224246,8003.9355798965,8028.18677388544,8049.24680948615
17,7960.28584730491,7976.36189090772,7995.93432064701,8003.93650869714,8028.19223514095,8049.25516107457
18,7960.2858549068,7976.35972292894,7995.94680641601,8003.94777919563,8028.21458213363,8049.28173711924
19,7960.28587310481,7976.35800656489,7995.95603901124,8003.9559473607,8028.23380098529,8049.30437587723
