"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
1,8150.66826686577,8169.72464252589,8191.15180073639,8195.14806535406,8216.04077463071,8229.50882578581
2,8150.66825384727,8169.72280256622,8191.12884016803,8195.12577536769,8216.02048196134,8229.48655228299
3,8150.66825508632,8169.72193774072,8191.11282164772,8195.11115537259,8216.00627245133,8229.47214219857
4,8150.66824004833,8169.7215321908,8191.0984606217,8195.09779685677,8215.99509644893,8229.46134087224
5,8150.66823613861,8169.72063761322,8191.08288676088,8195.0830830431,8215.98108552602,8229.44682482695
6,8150.66822698049,8169.71882421059,8191.06130991753,8195.06273986408,8215.96302614097,8229.42831958468
7,8150.66821987663,8169.71958162871,8191.05070253897,8195.05306604965,8215.95435708498,8229.41947308301
8,8150.66820895405,8169.71740941667,8191.02742031207,8195.03118119196,8215.93430586647,8229.39962625248
9,8150.66819005126,8169.71591661901,8191.00814702006,8195.0129753138,8215.91763353398,8229.38305529774
10,8150.66818295356,8169.71397281038,8190.9877259833,8194.99383881867,8215.90002617572,8229.36403600434
11,8150.66817522152,8169.71212626789,8190.96735200949,8194.97471228391,8215.88294033088,8229.34675785383
12,8150.66815790466,8169.71241446965,8190.95381674124,8194.9617589429,8215.87172339001,8229.33443684803
13,8150.66815063731,8169.7100521993,8190.93635321899,8194.94543095934,8215.85625195147,8229.3178995001
14,8150.66813860068,8169.4242280044,8190.70588528522,8194.71236802203,8215.6600609015,8228.99590718384
15,8150.66812264509,8169.42423889908,8190.70418555087,8194.71083017964,8215.65818267366,8228.99329079474
16,8150.66811216944,8169.42416959449,8190.70337176365,8194.71017680678,8215.65647531449,8228.99130066974
17,8150.66810214704,8169.42424337047,8190.70159502893,8194.7085493397,8215.65434880238,8228.98909806761
18,8150.66811517356,8169.42430615353,8190.70364416359,8194.71019372426,8215.65442852407,8228.9905549976
19,8150.66813208302,8169.42436792373,8190.70425940316,8194.71057501628,8215.65329828992,8228.99053262153
20,8150.66813245699,8169.42441334755,8190.70520415074,8194.7110962201,8215.65219995648,8228.98917835621
21,8150.66815845297,8169.42456640464,8190.70719602328,8194.71280038002,8215.65183059474,8228.99060211373
22,8150.66817503513,8169.42461448979,8190.70774763048,8194.71304892675,8215.65081702795,8228.98999146214
23,8150.66817550333,8169.42477441263,8190.70912603928,8194.71405160111,8215.65005511156,8228.990573956
24,8150.6681989297,8169.42482781659,8190.71113218469,8194.71567982772,8215.65003942833,8228.991710808
25,8150.6682053946,8169.42492194028,8190.71200095915,8194.71625455353,8215.64897590413,8228.99148613192
26,8150.66821460526,8169.42503063567,8190.71303332542,8194.71695164831,8215.64805202338,8228.99070412629
27,8150.6682424502,8169.42508093314,8190.71456604709,8194.71816134462,8215.64774899703,8228.99187215801
28,8150.6682443129,8169.42521230069,8190.71621445763,8194.71948306272,8215.6474954913,8228.99245090369
29,8150.66826281612,8169.42520706485,8190.71769978229,8194.72060535945,8215.64701918711,8228.99265407909
30,8150.668270806,8169.42536992657,8190.71847615886,8194.7211028305,8215.64543818988,8228.99133272279
31,8150.6682525509,8169.42539732197,8190.71849756557,8194.7209397363,8215.64420713585,8228.99075698589
32,8150.66819006976,8169.42518082098,8190.71645521203,8194.71911222005,8215.64118997061,8228.98693477115
33,8150.66811860269,8169.42509646787,8190.7142169878,8194.71695848319,8215.63790555789,8228.98284720189
34,8150.668043772,8169.42493562855,8190.71185955277,8194.71475152243,8215.63516352561,8228.97990760364
35,8150.66796078656,8169.42487669606,8190.70872064073,8194.71181521637,8215.63066200313,8228.97360083847
36,8150.66788709441,8169.42471270065,8190.70657227306,8194.70987609545,8215.62768058881,8228.9705500714
37,8150.66780736448,8169.42460992274,8190.70427739715,8194.70769779031,8215.62400548597,8228.96542887796
38,8150.66771678761,8169.42447314481,8190.70151983932,8194.70516121058,8215.62064964561,8228.96157930287
39,8150.66764831838,8169.42440071765,8190.69909955768,8194.70292730824,8215.61695783394,8228.95724461213
40,8150.66757181866,8169.4242586999,8190.69754012998,8194.70148850457,8215.61470347451,8228.95441199553
41,8150.66747800866,8169.42418120746,8190.69403334781,8194.69824809635,8215.61003846591,8228.94923479287
42,8150.66741497555,8169.42400418349,8190.69192086693,8194.69629014588,8215.60690775778,8228.94486565119
43,8150.66732150713,8169.4238788271,8190.68926987305,8194.69380207618,8215.60329819976,8228.9406907458
44,8150.66724669115,8169.42379423499,8190.68679803729,8194.69149717341,8215.59994421456,8228.93636400712
45,8150.66718030267,8169.42367163481,8190.68466213521,8194.68954294669,8215.59678702211,8228.93273983541
46,8150.66708901974,8169.42356351466,8190.68210304203,8194.68715846943,8215.59318748833,8228.92791410864
47,8150.66700794083,8169.42350662125,8190.67919353552,8194.68443336112,8215.58934290933,8228.92347057709
48,8150.66694050899,8169.42342700339,8190.67695204,8194.68238293747,8215.58575931287,8228.91872258518
49,8150.66685055892,8169.42318778857,8190.67501215185,8194.68056140913,8215.58333874195,8228.91613406879
50,8150.66676531075,8169.42308372716,8190.67198112931,8194.67774151656,8215.57885303364,8228.9100468903
51,8150.6666844627,8169.42291913488,8190.66951541094,8194.67559601656,8215.57547609604,8228.90700300454
52,8150.66659124065,8169.42280834552,8190.6651271049,8194.6714549476,8215.57002477856,8228.90009856172
53,8150.66647229247,8169.42249025358,8190.66680645772,8194.67333518422,8215.57101014931,8228.90201991523
54,8150.66624014214,8169.42158524451,8190.68190800969,8194.68833520419,8215.58588409018,8228.9192000343
55,8150.66598878225,8169.42053303094,8190.69491921841,8194.7013750026,8215.59873853217,8228.93497299417
56,8150.6656995019,8169.41934985911,8190.70868754959,8194.71510291023,8215.61214420219,8228.95176642288
57,8150.66537674867,8169.41791849528,8190.72174011917,8194.72814754124,8215.62461450595,8228.9668282332
58,8150.66501746566,8169.41624437324,8190.7351107289,8194.74156132174,8215.63729123016,8228.98272006666
59,8150.66461128168,8169.41430358093,8190.74747252834,8194.7540229498,8215.64879764001,8228.99728419225
60,8150.66414788996,8169.41199296977,8190.75971700975,8194.76635761522,8215.65972886567,8229.01172820462
61,8150.6636152635,8169.40922334324,8190.77217374096,8194.77894212865,8215.67072058257,8229.02593434798
62,8150.66298799042,8169.40594757792,8190.78294753093,8194.78988947159,8215.67940888844,8229.03786368903
63,8150.6622560298,8169.40188163364,8190.79512951469,8194.80221109508,8215.68914421297,8229.05080092884
64,8150.66137670491,8169.39700007026,8190.80645782836,8194.81378373758,8215.69747362077,8229.06292440872
65,8150.66030358236,8169.39091627717,8190.81666857385,8194.82429476707,8215.70369842535,8229.0729999119
66,8150.65897855621,8169.38318898069,8190.82762408223,8194.83563209258,8215.70973375074,8229.08214316372
67,8150.65729042928,8169.3732959359,8190.83731592717,8194.84579119985,8215.71288195278,8229.0893309931
68,8150.65540016561,8169.35907950177,8190.84781834558,8194.85574030687,8215.71817233141,8229.1033773893
69,8150.6541072802,8169.33408390001,8190.86755484975,8194.86911030505,8215.7494774169,8229.1648526246
70,8150.65075646905,8169.29555531897,8190.89122895117,8194.88696373762,8215.78964958136,8229.25095615848
71,8150.64285299603,8169.22981724271,8190.92310455957,8194.91435333736,8215.84355145399,8228.02297864482
72,8150.62158139445,8169.08716444813,8190.98222094372,8194.97274084854,8215.91792127535,8228.30817381894
73,8150.51610015504,8168.5166789256,8191.2399800391,8195.24657664665,8215.7893800654,8229.155124325
74,8149.25808712282,8164.98432594131,8191.67529826206,8195.58295399985,8210.61703481886,8225.85173143788
75,8149.23232986633,8164.94832101028,8191.75897992447,8195.62958831007,8210.60026949401,8225.92703224523
76,8149.2059321015,8164.91450063226,8191.84987935172,8195.68383008042,8210.5907193324,8226.01024845954
77,8149.17885463658,8164.87941283813,8189.25421545809,8193.1281201544,8207.43240103494,8222.26147851504
78,8149.15110666438,8164.84462663491,8189.32926959633,8193.16851394615,8207.40341806243,8222.31153494695
79,8149.12107642609,8164.81183796058,8189.42315193267,8193.22678737097,8207.38892498218,8222.39018450991
80,8149.08852119509,8164.7778228863,8189.53063065906,8193.29858376871,8207.38319559525,8222.49277449128
81,8149.05506176414,8164.74578209528,8189.64286214743,8193.37716166448,8207.385156345,8222.6018141276
82,8149.02070061918,8164.71653319506,8189.7633548217,8193.46569922039,8207.39583359489,8222.71767479417
83,8148.98546919992,8164.68946864865,8189.88621719808,8193.55938170161,8207.41158474669,8222.83546384934
84,8148.94943213447,8164.66721030542,8190.01745588228,8193.66413815561,8207.43864143252,8222.96015861331
85,8148.91258363096,8164.64499424402,8190.1475171625,8193.77117379446,8207.46980587632,8223.08215441532
86,8148.87503030915,8164.62921363593,8190.28764221256,8193.89180096182,8207.51563993061,8222.43132958314
87,8148.83685503242,8164.61817789749,8189.40567836406,8192.79557040206,8206.39768383198,8221.53195843348
88,8148.79809593458,8164.61279281498,8189.6013101682,8192.9835118637,8206.50506528915,8221.65304840205
89,8148.75898798218,8164.61633467583,8189.2248850468,8192.69658334176,8206.26098947763,8221.20646368919
90,8148.71963284248,8164.62111454178,8189.44871524093,8192.91666826044,8206.399546304,8221.39026729632
